what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1349667993626
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1349668018576
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349668049181
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349668051502
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349668052932
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349668056197
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1349668083813
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1349668086585
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1349668171085
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349668175971
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349668178087
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1349668178196
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1349668178245
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1349668227665
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1349668228372
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1349668229164
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1349668229697
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1349668229834
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1349668229934
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1349668230479
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349668231277
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349668233662
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349668234710
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349668235422
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1349668235533
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1349668235626
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349668270432
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349668344383
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1349668351972
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349668361593
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349668362403
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1349668366288
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1349668367197
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1349668368351
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349668377572
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349668399073
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1349668401666
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349668410748
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349668412126
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1349668439710
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1349668446215
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349668446818
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349668465221
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1349668492400
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349668494443
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349668535086
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349668540976
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349668542127
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349668557920
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1349668570445
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349668570601
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349668573331
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349668805207
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349668812653
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349669023053
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349669026193
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349669028463
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349669041204
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349669080701
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.properties",1349669080762
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349669085967
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349669100199
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349669103954
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349669196286
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1349669197547
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1349669200870
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349669201839
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349669243254
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1349669255069
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1349669270727
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1349669288865
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1349669289505
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349669291684
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349669292415
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349669295384
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349669297650
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349669298094
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1349669299009
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1349669299339
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1349669299341
stopped,bundle,org.eclipse.ant.launching,1.0.1.v20101020_r362,"org.eclipse.ant.launching",1349669299343
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1349669299345
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1349669299346
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1349669299346
stopped,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1349669299349
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1349669299355
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1349669299355
stopped,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1349669299368
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1349669299370
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.304.v201101251958,"org.eclipse.wst.xsd.ui",1349669299378
stopped,bundle,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui",1349669299381
stopped,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1349669299385
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1349669326349
started,bundle,org.eclipse.osgi,3.6.2.R36x_v20110210,"org.eclipse.osgi",1349669326351
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1349669326351
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1349669326352
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1349669326352
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1349669326353
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1349669326354
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1349669326354
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1349669326355
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1349669326356
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1349669326356
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1349669326357
started,bundle,org.eclipse.core.resources,3.6.1.R36x_v20110131-1630,"org.eclipse.core.resources",1349669326357
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1349669326358
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1349669326369
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1349669326370
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1349669326370
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1349669326371
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,"org.eclipse.epp.usagedata.gathering",1349669326372
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1349669326372
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1349669326373
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1349669326373
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1349669326374
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1349669326375
started,bundle,org.eclipse.equinox.p2.core,2.0.3.R36x_v20110111,"org.eclipse.equinox.p2.core",1349669326375
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.203.R36x_v20101220,"org.eclipse.equinox.p2.directorywatcher",1349669326376
started,bundle,org.eclipse.equinox.p2.engine,2.0.1.R36x_v20110201,"org.eclipse.equinox.p2.engine",1349669326377
started,bundle,org.eclipse.equinox.p2.metadata,2.0.1.R36x_v20101202,"org.eclipse.equinox.p2.metadata",1349669326377
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1349669326378
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1349669326383
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.2.R36x_v20110114,"org.eclipse.equinox.p2.reconciler.dropins",1349669326387
started,bundle,org.eclipse.equinox.p2.repository,2.0.2.R36x_v20110111-1500,"org.eclipse.equinox.p2.repository",1349669326388
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1349669326400
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1349669326400
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1349669326401
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1349669326401
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1349669326402
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1349669326403
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1349669326403
started,bundle,org.eclipse.jdt.core,3.6.2.v_A76_R36x,"org.eclipse.jdt.core",1349669326404
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1349669326413
started,bundle,org.eclipse.jdt.launching,3.5.200.v20110105_r362,"org.eclipse.jdt.launching",1349669326414
started,bundle,org.eclipse.jdt.launching.macosx,3.2.100.v20100505,"org.eclipse.jdt.launching.macosx",1349669326414
started,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1349669326414
started,bundle,org.eclipse.jface,3.6.2.M20110210-1200,"org.eclipse.jface",1349669326415
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1349669326415
started,bundle,org.eclipse.ltk.core.refactoring,3.5.101.r362_v20101117-0800,"org.eclipse.ltk.core.refactoring",1349669326416
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1349669326417
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1349669326418
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1349669326420
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1349669326421
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1349669326421
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1349669326422
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1349669326423
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1349669326423
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1349669326424
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1349669326425
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1349669326427
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1349669326428
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1349669326428
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1349669326430
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1349669326431
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1349669326432
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1349669326432
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1349669326433
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1349669326434
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1349669326436
started,bundle,org.eclipse.team.svn.core,0.7.9.I20110419-1700,"org.eclipse.team.svn.core",1349669326437
os,sysinfo,,,"macosx",1349669326443
arch,sysinfo,,,"x86",1349669326443
ws,sysinfo,,,"cocoa",1349669326443
locale,sysinfo,,,"ja_JP",1349669326443
processors,sysinfo,,,"2",1349669326443
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1349669326443
java.runtime.version,sysinfo,,,"1.6.0_33-b03-424-11M3720",1349669326443
java.specification.name,sysinfo,,,"Java Platform API Specification",1349669326443
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1349669326443
java.specification.version,sysinfo,,,"1.6",1349669326443
java.vendor,sysinfo,,,"Apple Inc.",1349669326443
java.version,sysinfo,,,"1.6.0_33",1349669326443
java.vm.info,sysinfo,,,"mixed mode",1349669326443
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1349669326443
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1349669326444
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1349669326444
java.vm.specification.version,sysinfo,,,"1.0",1349669326444
java.vm.vendor,sysinfo,,,"Apple Inc.",1349669326444
java.vm.version,sysinfo,,,"20.8-b03-424",1349669326444
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1349669326445
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1349669326483
started,bundle,org.eclipse.team.svn.ui,0.7.9.I20110419-1700,"org.eclipse.team.svn.ui",1349669326531
started,bundle,org.polarion.eclipse.team.svn.connector.svnkit16,2.2.2.I20110419-1700,"org.polarion.eclipse.team.svn.connector.svnkit16",1349669326540
started,bundle,org.eclipse.team.svn.revision.graph,0.7.9.I20110318-1700,"org.eclipse.team.svn.revision.graph",1349669326569
started,bundle,org.eclipse.team.svn.mylyn,0.7.9.I20110318-1700,"org.eclipse.team.svn.mylyn",1349669326586
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1349669326641
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1349669326658
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1349669326796
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1349669326825
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1349669334725
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1349669335443
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349669338523
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349669338673
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349669341399
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1349669341463
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1349669341463
error,log,,,"Unable to create editor ID org.eclipse.jdt.ui.CompilationUnitEditor: ファイルが存在しません。",1349669341524
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1349669341551
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1349669341553
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1349669341564
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1349669346459
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1349669346553
error,log,,,"Unable to create editor ID org.eclipse.jdt.ui.CompilationUnitEditor: ファイルが存在しません。",1349669346557
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1349669346567
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1349669346569
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1349669346581
error,log,,,"Unable to create editor ID org.eclipse.jdt.ui.CompilationUnitEditor: ファイルが存在しません。",1349669347050
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1349669347059
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1349669347060
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1349669347081
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1349669348753
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1349669348753
error,log,,,"Unable to create editor ID org.eclipse.jdt.ui.CompilationUnitEditor: ファイルが存在しません。",1349669349610
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1349669349618
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1349669349619
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1349669349631
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1349669351659
error,log,,,"Unable to create editor ID org.eclipse.jdt.ui.CompilationUnitEditor: ファイルが存在しません。",1349669353608
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1349669353616
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1349669353617
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1349669353629
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1349669353629
error,log,,,"Unable to create editor ID org.eclipse.jdt.ui.CompilationUnitEditor: ファイルが存在しません。",1349669354505
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1349669354514
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1349669354515
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1349669354524
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1349669354524
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1349669355710
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1349669355711
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349669362010
